Date,Close,Volume,LogReturn,RollingVolatility
2021-09-27,5.32,52714100,0.007547205635382904,0.3817998338055753
2021-10-04,5.67,53471100,0.06371581438610757,0.38747324540712186
2021-10-11,6.11,59839700,0.07473765544384325,0.3963450298440244
2021-10-18,6.32,52670300,0.03379243497526199,0.39529572374198774
2021-10-25,6.01,58310300,-0.05029445961164988,0.3912382452234724
2021-11-01,6.21,57711200,0.03273614739827116,0.3804731197082709
2021-11-08,6.94,92272100,0.1111408785733258,0.3894843790463825
2021-11-15,6.67,59420900,-0.0396819145911808,0.3862727804054558
2021-11-22,6.13,50265400,-0.08442510997941233,0.39130557058745424
2021-11-29,5.84,92657100,-0.048463953107984396,0.39360569574630067
2021-12-06,5.33,108668400,-0.09137955866238247,0.4031444634184222
2021-12-13,5.55,126901400,0.04044668958059002,0.40068636650221795
2021-12-20,5.57,60996900,0.0035971261808496963,0.39992538511327824
2021-12-27,5.81,49139000,0.04218551692462706,0.40274534192046335
2022-01-03,5.45,81774800,-0.0639649621886671,0.40695799751114664
2022-01-10,5.59,61437400,0.025363678491854977,0.4045121378469167
2022-01-17,5.65,90599000,0.010676257991341854,0.4046282748434294
2022-01-24,5.25,107300600,-0.07342746855481731,0.4105168510463048
2022-01-31,5.4,73307100,0.02817087696669644,0.40972461782405784
2022-02-07,5.71,87462200,0.0558200700976901,0.41360912118594995
2022-02-14,5.82,132369400,0.01908123807542771,0.3969632562076092
2022-02-21,5.53,120671000,-0.051112446209103074,0.39727489544666267
2022-02-28,5.48,179931300,-0.00908271457431925,0.39371075630737223
2022-03-07,5.63,138806000,0.027004341191674733,0.39370240634146303
2022-03-14,5.58,117720000,-0.008920665758379376,0.3924393550627266
2022-03-21,5.73,71606300,0.026526754333428604,0.3927586982273615
2022-03-28,6.02,82796300,0.049371728594081225,0.39349054883318096
2022-04-04,6.21,108765500,0.031073636624657872,0.39075541526794855
2022-04-11,6.14,70562500,-0.011336153786336352,0.3905115778272672
2022-04-18,5.49,104577100,-0.11189648663761176,0.40492612162580083
2022-04-25,5.08,91120900,-0.07761699393104879,0.40962902397523193
2022-05-02,4.92,88913100,-0.03200273108617383,0.3971655452041545
2022-05-09,4.16,139891300,-0.16779345623104477,0.4275050636936771
2022-05-16,4.5,92654200,0.07856232250310209,0.4347788042040438
2022-05-23,4.55,66136500,0.011049836186584935,0.43495143715512496
2022-05-30,4.55,59681900,0,0.4350733464053764
2022-06-06,4.53,67720500,-0.0044052934679162685,0.4349798091855083
2022-06-13,4.1,261609700,-0.0997349657846807,0.40256656193906276
2022-06-20,4,90980800,-0.02469261259037141,0.40287801697173137
2022-06-27,3.7,95838000,-0.0779615414697118,0.4082527015537064
2022-07-04,3.35,86553600,-0.09937247381320373,0.4176682705638385
2022-07-11,3.09,94493600,-0.080789254927321,0.4232654303306828
2022-07-18,3.25,105598100,0.05048390543199207,0.42805909065354364
2022-07-25,3.41,118785300,0.048057294953779264,0.42442331820475143
2022-08-01,3.35,92598900,-0.01775194545845034,0.42192676017864844
2022-08-08,3.6,70169000,0.07197349962508924,0.43009570578962897
2022-08-15,3.52,88392300,-0.02247285585205863,0.4269362341894771
2022-08-22,3.42,72069900,-0.02882043853549197,0.42180470900944644
2022-08-29,3.28,75115900,-0.04179712867846148,0.4214713876848724
2022-09-05,3.55,44530700,0.07910418109127203,0.4252705568049761
2022-09-12,3.29,67728900,-0.0760600387100438,0.4293656207746016
2022-09-19,3.31,113581200,0.0060606246116909545,0.4287323258583361
2022-09-26,3.76,113711000,0.1274707680128315,0.4497053263705463
2022-10-03,3.74,101494700,-0.005333345975362505,0.44394969592085226
2022-10-10,3.35,79695200,-0.11012526558946546,0.44729724297100937
2022-10-17,3.58,87043700,0.0664024545756338,0.451833958372011
2022-10-24,3.66,73764800,0.02210034700066592,0.4512023966115198
2022-10-31,3.86,102487500,0.05320403606346446,0.4536154567098624
2022-11-07,4.31,142715500,0.1102707206389169,0.4533809670476008
2022-11-14,4.1,87792800,-0.04995093040539431,0.4542013735344958
2022-11-21,4.12,53729000,0.004866189651172906,0.44788764992705776
2022-11-28,4.34,94996900,0.05202118475087845,0.44981727496103446
2022-12-05,4.21,71398300,-0.030411700418023366,0.442042421710239
2022-12-12,4.09,84687000,-0.028917677639579656,0.44028413630922403
2022-12-19,4.17,51991600,0.01937106575599979,0.440912088577565
2022-12-26,4.09,34451300,-0.019371065755999693,0.43840444505545567
2023-01-02,4.57,81303900,0.11096823485140304,0.4498780176612163
2023-01-09,4.74,87861100,0.036523930800871685,0.4507428148523822
2023-01-16,4.72,49810000,-0.004228336109521176,0.450522289788151
2023-01-23,4.79,62943500,0.014721611825359927,0.4451554102878176
2023-01-30,4.38,72529700,-0.08948168703446908,0.45257448084589247
2023-02-06,4.19,59223300,-0.04434799045430831,0.4501476353197605
2023-02-13,3.86,83515800,-0.08203355045730695,0.45573601162125643
2023-02-20,3.62,63613300,-0.06419315763905968,0.45718614223566384
2023-02-27,3.75,55149300,0.03528181414463983,0.45924160140940984
2023-03-06,3.5,56207300,-0.06899287148695143,0.46195657042483484
2023-03-13,4.13,120595600,0.16551443847757333,0.4938724054109465
2023-03-20,4.36,86186800,0.05419465038800169,0.49648627343714236
2023-03-27,4.71,93525400,0.07721585066738344,0.5003754707849172
2023-04-03,5.04,69504500,0.06771817405495086,0.504373963343688
2023-04-10,5.34,77887400,0.057819570888826236,0.5080778351480277
2023-04-17,4.96,60440100,-0.07381991223526731,0.5011117717511788
2023-04-24,5.05,50185400,0.01798250255043227,0.49548118252166845
2023-05-01,5.32,66427700,0.052085060066284605,0.49709584738671325
2023-05-08,5.3,69799900,-0.003766482795477005,0.46624212031406564
2023-05-15,5.15,71042700,-0.028710105882431253,0.4612182741857971
2023-05-22,4.74,42548000,-0.08295957896865971,0.46897670726180235
2023-05-29,4.85,39852800,0.022941569242406534,0.46949830901346684
2023-06-05,4.85,50310200,0,0.4694650825660944
2023-06-12,4.88,75142400,0.006166514915663958,0.4580292094640165
2023-06-19,4.61,32089700,-0.05691736285649852,0.4611636463900129
2023-06-26,4.77,53043600,0.03411844789169253,0.4547433034333506
2023-07-03,4.59,29462100,-0.03846628082779605,0.44446842810539533
2023-07-10,5.06,45809000,0.09748645922692033,0.4447048544128998
2023-07-17,5.03,35609200,-0.005946499187726191,0.4429772513197544
2023-07-24,4.86,41605200,-0.034381546199245425,0.4431231022509259
2023-07-31,4.95,53161100,0.0183491386681964,0.4425526877152344
2023-08-07,5.08,47363700,0.025923685009791538,0.4380865460822579
2023-08-14,4.62,39072100,-0.094916556496743,0.44884979786337414
2023-08-21,4.81,42584200,0.040302379024022325,0.44882574705215195
2023-08-28,5.03,51434600,0.04472289999397813,0.44765912104091843
2023-09-04,4.77,30656200,-0.0530736792113981,0.4458299229571547
2023-09-11,5.18,68914100,0.08245875137114189,0.444375395004357
2023-09-18,4.98,48257200,-0.03937516523482994,0.44696885079684096
2023-09-25,4.56,55333700,-0.08810726751026703,0.44008058957132384
2023-10-02,4.6,61102900,0.008733679968754631,0.44001068264030047
2023-10-09,5.12,62584400,0.10709813555636712,0.4361772975620697
2023-10-16,5.34,75640200,0.04207121392068706,0.43353515278431776
2023-10-23,5.31,75155300,-0.00563381771825602,0.43348229856399567
2023-10-30,5.55,66209000,0.044206092504495705,0.4326002175815504
2023-11-06,5.18,67481100,-0.06899287148695143,0.4260527253087464
2023-11-13,5.32,60727800,0.02666824708216149,0.4231246597291422
2023-11-20,5.58,36956400,0.04771547303966658,0.425274063800914
2023-11-27,5.94,72884600,0.06252035698133414,0.4265643520763817
2023-12-04,5.75,84144600,-0.03250927856529451,0.4267522057925079
2023-12-11,6.03,91402000,0.04754715592983499,0.4272241217912836
2023-12-18,6.16,66066800,0.021329766806334347,0.4272842618568679
2023-12-25,6.05,35423000,-0.018018505502678365,0.4271996565647668
2024-01-01,5.71,53988300,-0.05783924837483121,0.4187936923248356
2024-01-08,5.89,53182700,0.031036973995576343,0.4183987507281634
2024-01-15,5.4,51559500,-0.08685704409326653,0.4281370650117697
2024-01-22,5.54,58606400,0.025595547188963723,0.42858912400449795
2024-01-29,5.5,55569700,-0.007246408520767198,0.418301919283021
2024-02-05,5.16,46975200,-0.06381151274495382,0.4210573685724838
2024-02-12,5.07,69045600,-0.01759576189037949,0.4124753476265523
2024-02-19,4.98,41422600,-0.01791092656653022,0.40709279351033184
2024-02-26,5.08,60548700,0.019881370553828995,0.4062589406110502
2024-03-04,5.37,110148500,0.0555166469303827,0.4019320306727172
2024-03-11,5.67,90402200,0.05436120921888743,0.3718251115194576
2024-03-18,5.65,63861800,-0.003533572581311016,0.3686788467925915
2024-03-25,6.13,49535100,0.08153920478977046,0.3695667666366667
2024-04-01,6.4,87364400,0.04310324041750627,0.3661157281233548
2024-04-08,6.38,98353000,-0.0031298930089277044,0.3621328684553895
2024-04-15,6.77,99850200,0.05933298956748505,0.3576263630548309
2024-04-22,6.74,90786600,-0.004441161999967825,0.35756219124279986
2024-04-29,6.59,74393400,-0.02250657640979986,0.35543841569513523
2024-05-06,7.59,89370300,0.14127824289312274,0.3808447263959594
2024-05-13,8,60026900,0.05260995027229742,0.3817714348021783
2024-05-20,8.07,88417000,0.008711940602021536,0.37021806530989143
2024-05-27,8.13,55049100,0.007407441277861818,0.3700002031319681
2024-06-03,7.4,81736100,-0.09408092334959516,0.384261985728645
2024-06-10,7.41,72151200,0.001350439097871325,0.3843171903818969
2024-06-17,7.62,85093700,0.027945930390559322,0.379027211970314
2024-06-24,8.32,82628900,0.0878858851345623,0.3863078957479267
2024-07-01,8.47,56314100,0.0178682538308459,0.3830919193500547
2024-07-08,9.21,85469800,0.08375934160325253,0.38019568446596436
2024-07-15,8.82,89747300,-0.04326798024851556,0.38375877282413134
2024-07-22,8.61,80596900,-0.02409755157906064,0.3826604768014209
2024-07-29,8.75,95997600,0.016129381929883717,0.38262343309634433
2024-08-05,8.48,74639100,-0.0313432505657113,0.3846195128569697
2024-08-12,9.17,60137100,0.07822683646456177,0.3753915546246695
2024-08-19,9.15,84274100,-0.0021834069809435063,0.37466564489840604
2024-08-26,9.04,58948000,-0.012094704883344966,0.3739701352689054
2024-09-02,8.33,52804700,-0.08179571822533367,0.3800624673353406
2024-09-09,9.84,72186700,0.16659225488541068,0.4047636685681038
2024-09-16,9.56,158018000,-0.028867984000852127,0.4035293918300995
2024-09-23,9.46,66103100,-0.010515343999523008,0.3910641355168115
2024-09-30,9.42,59904800,-0.004237294475515267,0.3914582885945859
2024-10-07,9.82,53638100,0.04158603377810282,0.38087440327467487
2024-10-14,10.61,57483000,0.07737583025951725,0.3852777117914045
2024-10-21,10.53,80856100,-0.007568626480007617,0.3853790087300249
2024-10-28,9.98,75588900,-0.053645235822511475,0.38974112065327937
2024-11-04,10.47,100683800,0.04793093455907298,0.3826598944786387
2024-11-11,9.25,98080000,-0.12389047335811174,0.4062802920159972
2024-11-18,10.22,87293100,0.09972303325122459,0.4143678948729682
2024-11-25,9.71,64189700,-0.05119030247232486,0.4157308694335136
2024-12-02,9.75,71052700,0.004111002706522288,0.41356952818900927
2024-12-09,9.77,79742600,0.0020491810449354236,0.411874474217624
2024-12-16,9.25,101745400,-0.05469291453035747,0.41659575593866355
2024-12-23,9.31,46545400,0.006465539764642031,0.4157661728779093
2024-12-30,9.78,62213900,0.049250392757750075,0.4121755419156943
2025-01-06,10.44,97459800,0.06530509840776674,0.4153416621764983
2025-01-13,10.31,104248900,-0.012530284425623985,0.4039802045323471
2025-01-20,10.69,71416100,0.03619442700808527,0.4044709463916394
2025-01-27,11.28,118603500,0.05372252103295895,0.4060066769886062
2025-02-03,11.87,109122900,0.050982962551663756,0.3998099360912312
2025-02-10,11.27,128237100,-0.05186988056989175,0.4041933131401786
2025-02-17,10.97,103396200,-0.026980053764545976,0.40505533271298144
2025-02-24,10.72,112554500,-0.023053118644482996,0.4068196230066591
2025-03-03,11.15,123936500,0.03932834226347188,0.4054696994993603
2025-03-10,11.63,111038800,0.04214846862444524,0.4044142762379635
2025-03-17,12.16,88350600,0.04456391000744781,0.4051699289328172
2025-03-24,12.49,74504600,0.026776447599465462,0.3996273182026095
2025-03-31,11.79,109697800,-0.05767660958820681,0.4047384630130882
2025-04-07,14.38,126108300,0.19858663774362117,0.445401392914333
2025-04-14,14.8,78935500,0.028788828477168783,0.44338825976096385
2025-04-21,14.49,111979900,-0.021168424437478434,0.44445190126295975
2025-04-28,14.78,20361000,0.01981615918746473,0.4428497806252991
2025-04-29,14.59,13387185,-0.012938552985361411,0.42468135511527494
