Date.x,Close,RollingVolatility,Year,Date.y,RiskFreeRate,Total Debt
2022-07-04,3.35,0.4176682705638385,2022,2022-07-01,0.28,2640500
2022-07-04,3.35,0.4176682705638385,2022,2022-08-01,-0.06,2640500
2022-07-11,3.09,0.4232654303306828,2022,2022-07-01,0.28,2640500
2022-07-11,3.09,0.4232654303306828,2022,2022-08-01,-0.06,2640500
2022-07-18,3.25,0.4280590906535437,2022,2022-07-01,0.28,2640500
2022-07-18,3.25,0.4280590906535437,2022,2022-08-01,-0.06,2640500
2022-07-25,3.41,0.42442331820475143,2022,2022-07-01,0.28,2640500
2022-07-25,3.41,0.42442331820475143,2022,2022-08-01,-0.06,2640500
2022-08-01,3.35,0.4219267601786485,2022,2022-08-01,-0.06,2640500
2022-08-08,3.6,0.43009570578962897,2022,2022-08-01,-0.06,2640500
2022-08-08,3.6,0.43009570578962897,2022,2022-09-01,0.87,2640500
2022-08-15,3.52,0.4269362341894771,2022,2022-08-01,-0.06,2640500
2022-08-15,3.52,0.4269362341894771,2022,2022-09-01,0.87,2640500
2022-08-22,3.42,0.4218047090094464,2022,2022-08-01,-0.06,2640500
2022-08-22,3.42,0.4218047090094464,2022,2022-09-01,0.87,2640500
2022-08-29,3.28,0.4214713876848724,2022,2022-08-01,-0.06,2640500
2022-08-29,3.28,0.4214713876848724,2022,2022-09-01,0.87,2640500
2022-09-05,3.55,0.4252705568049761,2022,2022-09-01,0.87,2640500
2022-09-05,3.55,0.4252705568049761,2022,2022-10-03,1.64,2640500
2022-09-12,3.29,0.4293656207746016,2022,2022-09-01,0.87,2640500
2022-09-12,3.29,0.4293656207746016,2022,2022-10-03,1.64,2640500
2022-09-19,3.31,0.4287323258583361,2022,2022-09-01,0.87,2640500
2022-09-19,3.31,0.4287323258583361,2022,2022-10-03,1.64,2640500
2022-09-26,3.76,0.4497053263705463,2022,2022-09-01,0.87,2640500
2022-09-26,3.76,0.4497053263705463,2022,2022-10-03,1.64,2640500
2022-10-03,3.74,0.44394969592085226,2022,2022-10-03,1.64,2640500
2022-10-03,3.74,0.44394969592085226,2022,2022-11-01,1.62,2640500
2022-10-10,3.35,0.44729724297100937,2022,2022-10-03,1.64,2640500
2022-10-10,3.35,0.44729724297100937,2022,2022-11-01,1.62,2640500
2022-10-17,3.58,0.451833958372011,2022,2022-10-03,1.64,2640500
2022-10-17,3.58,0.451833958372011,2022,2022-11-01,1.62,2640500
2022-10-24,3.66,0.4512023966115198,2022,2022-10-03,1.64,2640500
2022-10-24,3.66,0.4512023966115198,2022,2022-11-01,1.62,2640500
2022-10-31,3.86,0.4536154567098624,2022,2022-10-03,1.64,2640500
2022-10-31,3.86,0.4536154567098624,2022,2022-11-01,1.62,2640500
2022-11-07,4.31,0.4533809670476008,2022,2022-11-01,1.62,2640500
2022-11-07,4.31,0.4533809670476008,2022,2022-12-01,1.23,2640500
2022-11-14,4.1,0.4542013735344958,2022,2022-11-01,1.62,2640500
2022-11-14,4.1,0.4542013735344958,2022,2022-12-01,1.23,2640500
2022-11-21,4.12,0.44788764992705776,2022,2022-11-01,1.62,2640500
2022-11-21,4.12,0.44788764992705776,2022,2022-12-01,1.23,2640500
2022-11-28,4.34,0.44981727496103446,2022,2022-11-01,1.62,2640500
2022-11-28,4.34,0.44981727496103446,2022,2022-12-01,1.23,2640500
2022-12-05,4.21,0.442042421710239,2022,2022-12-01,1.23,2640500
2022-12-05,4.21,0.442042421710239,2022,2023-01-03,1.65,2640500
2022-12-12,4.09,0.440284136309224,2022,2022-12-01,1.23,2640500
2022-12-12,4.09,0.440284136309224,2022,2023-01-03,1.65,2640500
2022-12-19,4.17,0.440912088577565,2022,2022-12-01,1.23,2640500
2022-12-19,4.17,0.440912088577565,2022,2023-01-03,1.65,2640500
2022-12-26,4.09,0.43840444505545567,2022,2022-12-01,1.23,2640500
2022-12-26,4.09,0.43840444505545567,2022,2023-01-03,1.65,2640500
2023-01-02,4.57,0.4498780176612163,2023,2023-01-03,1.65,2232600
2023-01-02,4.57,0.4498780176612163,2023,2023-02-01,1.19,2232600
2023-01-09,4.74,0.4507428148523822,2023,2023-01-03,1.65,2232600
2023-01-09,4.74,0.4507428148523822,2023,2023-02-01,1.19,2232600
2023-01-16,4.72,0.450522289788151,2023,2023-01-03,1.65,2232600
2023-01-16,4.72,0.450522289788151,2023,2023-02-01,1.19,2232600
2023-01-23,4.79,0.4451554102878176,2023,2023-01-03,1.65,2232600
2023-01-23,4.79,0.4451554102878176,2023,2023-02-01,1.19,2232600
2023-01-30,4.38,0.45257448084589247,2023,2023-01-03,1.65,2232600
2023-01-30,4.38,0.45257448084589247,2023,2023-02-01,1.19,2232600
2023-01-30,4.38,0.45257448084589247,2023,2023-03-01,1.68,2232600
2023-02-06,4.19,0.4501476353197605,2023,2023-02-01,1.19,2232600
2023-02-06,4.19,0.4501476353197605,2023,2023-03-01,1.68,2232600
2023-02-13,3.86,0.4557360116212564,2023,2023-02-01,1.19,2232600
2023-02-13,3.86,0.4557360116212564,2023,2023-03-01,1.68,2232600
2023-02-20,3.62,0.45718614223566384,2023,2023-02-01,1.19,2232600
2023-02-20,3.62,0.45718614223566384,2023,2023-03-01,1.68,2232600
2023-02-27,3.75,0.45924160140940984,2023,2023-02-01,1.19,2232600
2023-02-27,3.75,0.45924160140940984,2023,2023-03-01,1.68,2232600
2023-03-06,3.5,0.4619565704248349,2023,2023-03-01,1.68,2232600
2023-03-06,3.5,0.4619565704248349,2023,2023-04-03,1.13,2232600
2023-03-13,4.13,0.4938724054109465,2023,2023-03-01,1.68,2232600
2023-03-13,4.13,0.4938724054109465,2023,2023-04-03,1.13,2232600
2023-03-20,4.36,0.4964862734371424,2023,2023-03-01,1.68,2232600
2023-03-20,4.36,0.4964862734371424,2023,2023-04-03,1.13,2232600
2023-03-27,4.71,0.5003754707849172,2023,2023-03-01,1.68,2232600
2023-03-27,4.71,0.5003754707849172,2023,2023-04-03,1.13,2232600
2023-04-03,5.04,0.504373963343688,2023,2023-04-03,1.13,2232600
2023-04-03,5.04,0.504373963343688,2023,2023-05-01,1.4,2232600
2023-04-10,5.34,0.5080778351480277,2023,2023-04-03,1.13,2232600
2023-04-10,5.34,0.5080778351480277,2023,2023-05-01,1.4,2232600
2023-04-17,4.96,0.5011117717511788,2023,2023-04-03,1.13,2232600
2023-04-17,4.96,0.5011117717511788,2023,2023-05-01,1.4,2232600
2023-04-24,5.05,0.4954811825216685,2023,2023-04-03,1.13,2232600
2023-04-24,5.05,0.4954811825216685,2023,2023-05-01,1.4,2232600
2023-05-01,5.32,0.4970958473867133,2023,2023-04-03,1.13,2232600
2023-05-01,5.32,0.4970958473867133,2023,2023-05-01,1.4,2232600
2023-05-08,5.3,0.4662421203140656,2023,2023-05-01,1.4,2232600
2023-05-08,5.3,0.4662421203140656,2023,2023-06-01,1.63,2232600
2023-05-15,5.15,0.4612182741857971,2023,2023-05-01,1.4,2232600
2023-05-15,5.15,0.4612182741857971,2023,2023-06-01,1.63,2232600
2023-05-22,4.74,0.4689767072618023,2023,2023-05-01,1.4,2232600
2023-05-22,4.74,0.4689767072618023,2023,2023-06-01,1.63,2232600
2023-05-29,4.85,0.4694983090134669,2023,2023-05-01,1.4,2232600
2023-05-29,4.85,0.4694983090134669,2023,2023-06-01,1.63,2232600
2023-06-05,4.85,0.4694650825660944,2023,2023-06-01,1.63,2232600
2023-06-05,4.85,0.4694650825660944,2023,2023-07-03,1.98,2232600
2023-06-12,4.88,0.4580292094640165,2023,2023-06-01,1.63,2232600
2023-06-12,4.88,0.4580292094640165,2023,2023-07-03,1.98,2232600
2023-06-19,4.61,0.4611636463900129,2023,2023-06-01,1.63,2232600
2023-06-19,4.61,0.4611636463900129,2023,2023-07-03,1.98,2232600
2023-06-26,4.77,0.4547433034333506,2023,2023-06-01,1.63,2232600
2023-06-26,4.77,0.4547433034333506,2023,2023-07-03,1.98,2232600
2023-07-03,4.59,0.4444684281053954,2023,2023-07-03,1.98,2232600
2023-07-03,4.59,0.4444684281053954,2023,2023-08-01,1.98,2232600
2023-07-10,5.06,0.4447048544128998,2023,2023-07-03,1.98,2232600
2023-07-10,5.06,0.4447048544128998,2023,2023-08-01,1.98,2232600
2023-07-17,5.03,0.4429772513197544,2023,2023-07-03,1.98,2232600
2023-07-17,5.03,0.4429772513197544,2023,2023-08-01,1.98,2232600
2023-07-24,4.86,0.4431231022509259,2023,2023-07-03,1.98,2232600
2023-07-24,4.86,0.4431231022509259,2023,2023-08-01,1.98,2232600
2023-07-31,4.95,0.4425526877152344,2023,2023-07-03,1.98,2232600
2023-07-31,4.95,0.4425526877152344,2023,2023-08-01,1.98,2232600
2023-08-07,5.08,0.4380865460822579,2023,2023-08-01,1.98,2232600
2023-08-07,5.08,0.4380865460822579,2023,2023-09-01,2.12,2232600
2023-08-14,4.62,0.44884979786337414,2023,2023-08-01,1.98,2232600
2023-08-14,4.62,0.44884979786337414,2023,2023-09-01,2.12,2232600
2023-08-21,4.81,0.44882574705215195,2023,2023-08-01,1.98,2232600
2023-08-21,4.81,0.44882574705215195,2023,2023-09-01,2.12,2232600
2023-08-28,5.03,0.4476591210409184,2023,2023-08-01,1.98,2232600
2023-08-28,5.03,0.4476591210409184,2023,2023-09-01,2.12,2232600
2023-09-04,4.77,0.4458299229571547,2023,2023-09-01,2.12,2232600
2023-09-04,4.77,0.4458299229571547,2023,2023-10-02,2.49,2232600
2023-09-11,5.18,0.444375395004357,2023,2023-09-01,2.12,2232600
2023-09-11,5.18,0.444375395004357,2023,2023-10-02,2.49,2232600
2023-09-18,4.98,0.44696885079684096,2023,2023-09-01,2.12,2232600
2023-09-18,4.98,0.44696885079684096,2023,2023-10-02,2.49,2232600
2023-09-25,4.56,0.44008058957132384,2023,2023-09-01,2.12,2232600
2023-09-25,4.56,0.44008058957132384,2023,2023-10-02,2.49,2232600
2023-10-02,4.6,0.44001068264030047,2023,2023-10-02,2.49,2232600
2023-10-02,4.6,0.44001068264030047,2023,2023-11-01,2.31,2232600
2023-10-09,5.12,0.4361772975620697,2023,2023-10-02,2.49,2232600
2023-10-09,5.12,0.4361772975620697,2023,2023-11-01,2.31,2232600
2023-10-16,5.34,0.43353515278431776,2023,2023-10-02,2.49,2232600
2023-10-16,5.34,0.43353515278431776,2023,2023-11-01,2.31,2232600
2023-10-23,5.31,0.43348229856399567,2023,2023-10-02,2.49,2232600
2023-10-23,5.31,0.43348229856399567,2023,2023-11-01,2.31,2232600
2023-10-30,5.55,0.4326002175815504,2023,2023-10-02,2.49,2232600
2023-10-30,5.55,0.4326002175815504,2023,2023-11-01,2.31,2232600
2023-11-06,5.18,0.4260527253087464,2023,2023-11-01,2.31,2232600
2023-11-06,5.18,0.4260527253087464,2023,2023-12-01,2.02,2232600
2023-11-13,5.32,0.4231246597291422,2023,2023-11-01,2.31,2232600
2023-11-13,5.32,0.4231246597291422,2023,2023-12-01,2.02,2232600
2023-11-20,5.58,0.425274063800914,2023,2023-11-01,2.31,2232600
2023-11-20,5.58,0.425274063800914,2023,2023-12-01,2.02,2232600
2023-11-27,5.94,0.4265643520763817,2023,2023-11-01,2.31,2232600
2023-11-27,5.94,0.4265643520763817,2023,2023-12-01,2.02,2232600
2023-12-04,5.75,0.4267522057925079,2023,2023-12-01,2.02,2232600
2023-12-04,5.75,0.4267522057925079,2023,2024-01-02,1.76,2232600
2023-12-11,6.03,0.4272241217912836,2023,2023-12-01,2.02,2232600
2023-12-11,6.03,0.4272241217912836,2023,2024-01-02,1.76,2232600
2023-12-18,6.16,0.4272842618568679,2023,2023-12-01,2.02,2232600
2023-12-18,6.16,0.4272842618568679,2023,2024-01-02,1.76,2232600
2023-12-25,6.05,0.4271996565647668,2023,2023-12-01,2.02,2232600
2023-12-25,6.05,0.4271996565647668,2023,2024-01-02,1.76,2232600
2024-01-01,5.71,0.4187936923248356,2024,2024-01-02,1.76,1435400
2024-01-08,5.89,0.4183987507281634,2024,2024-01-02,1.76,1435400
2024-01-08,5.89,0.4183987507281634,2024,2024-02-01,1.63,1435400
2024-01-15,5.4,0.4281370650117697,2024,2024-01-02,1.76,1435400
2024-01-15,5.4,0.4281370650117697,2024,2024-02-01,1.63,1435400
2024-01-22,5.54,0.42858912400449795,2024,2024-01-02,1.76,1435400
2024-01-22,5.54,0.42858912400449795,2024,2024-02-01,1.63,1435400
2024-01-29,5.5,0.418301919283021,2024,2024-01-02,1.76,1435400
2024-01-29,5.5,0.418301919283021,2024,2024-02-01,1.63,1435400
2024-02-05,5.16,0.4210573685724838,2024,2024-02-01,1.63,1435400
2024-02-05,5.16,0.4210573685724838,2024,2024-03-01,1.77,1435400
2024-02-12,5.07,0.4124753476265523,2024,2024-02-01,1.63,1435400
2024-02-12,5.07,0.4124753476265523,2024,2024-03-01,1.77,1435400
2024-02-19,4.98,0.40709279351033184,2024,2024-02-01,1.63,1435400
2024-02-19,4.98,0.40709279351033184,2024,2024-03-01,1.77,1435400
2024-02-26,5.08,0.4062589406110502,2024,2024-02-01,1.63,1435400
2024-02-26,5.08,0.4062589406110502,2024,2024-03-01,1.77,1435400
2024-03-04,5.37,0.4019320306727172,2024,2024-03-01,1.77,1435400
2024-03-04,5.37,0.4019320306727172,2024,2024-04-01,1.93,1435400
2024-03-11,5.67,0.3718251115194576,2024,2024-03-01,1.77,1435400
2024-03-11,5.67,0.3718251115194576,2024,2024-04-01,1.93,1435400
2024-03-18,5.65,0.3686788467925915,2024,2024-03-01,1.77,1435400
2024-03-18,5.65,0.3686788467925915,2024,2024-04-01,1.93,1435400
2024-03-25,6.13,0.3695667666366667,2024,2024-03-01,1.77,1435400
2024-03-25,6.13,0.3695667666366667,2024,2024-04-01,1.93,1435400
2024-04-01,6.4,0.3661157281233548,2024,2024-04-01,1.93,1435400
2024-04-01,6.4,0.3661157281233548,2024,2024-05-01,2.25,1435400
2024-04-08,6.38,0.3621328684553895,2024,2024-04-01,1.93,1435400
2024-04-08,6.38,0.3621328684553895,2024,2024-05-01,2.25,1435400
2024-04-15,6.77,0.3576263630548309,2024,2024-04-01,1.93,1435400
2024-04-15,6.77,0.3576263630548309,2024,2024-05-01,2.25,1435400
2024-04-22,6.74,0.35756219124279986,2024,2024-04-01,1.93,1435400
2024-04-22,6.74,0.35756219124279986,2024,2024-05-01,2.25,1435400
2024-04-29,6.59,0.35543841569513523,2024,2024-04-01,1.93,1435400
2024-04-29,6.59,0.35543841569513523,2024,2024-05-01,2.25,1435400
2024-05-06,7.59,0.3808447263959594,2024,2024-05-01,2.25,1435400
2024-05-06,7.59,0.3808447263959594,2024,2024-06-03,2.11,1435400
2024-05-13,8,0.3817714348021783,2024,2024-05-01,2.25,1435400
2024-05-13,8,0.3817714348021783,2024,2024-06-03,2.11,1435400
2024-05-20,8.07,0.37021806530989143,2024,2024-05-01,2.25,1435400
2024-05-20,8.07,0.37021806530989143,2024,2024-06-03,2.11,1435400
2024-05-27,8.13,0.3700002031319681,2024,2024-05-01,2.25,1435400
2024-05-27,8.13,0.3700002031319681,2024,2024-06-03,2.11,1435400
2024-06-03,7.4,0.384261985728645,2024,2024-06-03,2.11,1435400
2024-06-03,7.4,0.384261985728645,2024,2024-07-01,2.15,1435400
2024-06-10,7.41,0.3843171903818969,2024,2024-06-03,2.11,1435400
2024-06-10,7.41,0.3843171903818969,2024,2024-07-01,2.15,1435400
2024-06-17,7.62,0.379027211970314,2024,2024-06-03,2.11,1435400
2024-06-17,7.62,0.379027211970314,2024,2024-07-01,2.15,1435400
2024-06-24,8.32,0.3863078957479267,2024,2024-06-03,2.11,1435400
2024-06-24,8.32,0.3863078957479267,2024,2024-07-01,2.15,1435400
2024-07-01,8.47,0.3830919193500547,2024,2024-06-03,2.11,1435400
2024-07-01,8.47,0.3830919193500547,2024,2024-07-01,2.15,1435400
2024-07-08,9.21,0.3801956844659643,2024,2024-07-01,2.15,1435400
2024-07-08,9.21,0.3801956844659643,2024,2024-08-01,1.78,1435400
2024-07-15,8.82,0.38375877282413134,2024,2024-07-01,2.15,1435400
2024-07-15,8.82,0.38375877282413134,2024,2024-08-01,1.78,1435400
2024-07-22,8.61,0.3826604768014209,2024,2024-07-01,2.15,1435400
2024-07-22,8.61,0.3826604768014209,2024,2024-08-01,1.78,1435400
2024-07-29,8.75,0.38262343309634433,2024,2024-07-01,2.15,1435400
2024-07-29,8.75,0.38262343309634433,2024,2024-08-01,1.78,1435400
2024-08-05,8.48,0.3846195128569697,2024,2024-08-01,1.78,1435400
2024-08-05,8.48,0.3846195128569697,2024,2024-09-03,1.7,1435400
2024-08-12,9.17,0.3753915546246695,2024,2024-08-01,1.78,1435400
2024-08-12,9.17,0.3753915546246695,2024,2024-09-03,1.7,1435400
2024-08-19,9.15,0.3746656448984061,2024,2024-08-01,1.78,1435400
2024-08-19,9.15,0.3746656448984061,2024,2024-09-03,1.7,1435400
2024-08-26,9.04,0.3739701352689054,2024,2024-08-01,1.78,1435400
2024-08-26,9.04,0.3739701352689054,2024,2024-09-03,1.7,1435400
2024-09-02,8.33,0.3800624673353406,2024,2024-09-03,1.7,1435400
2024-09-02,8.33,0.3800624673353406,2024,2024-10-01,1.44,1435400
2024-09-09,9.84,0.4047636685681038,2024,2024-09-03,1.7,1435400
2024-09-09,9.84,0.4047636685681038,2024,2024-10-01,1.44,1435400
2024-09-16,9.56,0.4035293918300995,2024,2024-09-03,1.7,1435400
2024-09-16,9.56,0.4035293918300995,2024,2024-10-01,1.44,1435400
2024-09-23,9.46,0.3910641355168115,2024,2024-09-03,1.7,1435400
2024-09-23,9.46,0.3910641355168115,2024,2024-10-01,1.44,1435400
2024-09-30,9.42,0.3914582885945859,2024,2024-09-03,1.7,1435400
2024-09-30,9.42,0.3914582885945859,2024,2024-10-01,1.44,1435400
2024-10-07,9.82,0.38087440327467487,2024,2024-10-01,1.44,1435400
2024-10-07,9.82,0.38087440327467487,2024,2024-11-01,1.85,1435400
2024-10-14,10.61,0.3852777117914045,2024,2024-10-01,1.44,1435400
2024-10-14,10.61,0.3852777117914045,2024,2024-11-01,1.85,1435400
2024-10-21,10.53,0.3853790087300249,2024,2024-10-01,1.44,1435400
2024-10-21,10.53,0.3853790087300249,2024,2024-11-01,1.85,1435400
2024-10-28,9.98,0.38974112065327937,2024,2024-10-01,1.44,1435400
2024-10-28,9.98,0.38974112065327937,2024,2024-11-01,1.85,1435400
2024-11-04,10.47,0.3826598944786387,2024,2024-11-01,1.85,1435400
2024-11-04,10.47,0.3826598944786387,2024,2024-12-02,1.75,1435400
2024-11-11,9.25,0.4062802920159972,2024,2024-11-01,1.85,1435400
2024-11-11,9.25,0.4062802920159972,2024,2024-12-02,1.75,1435400
2024-11-18,10.22,0.4143678948729682,2024,2024-11-01,1.85,1435400
2024-11-18,10.22,0.4143678948729682,2024,2024-12-02,1.75,1435400
2024-11-25,9.71,0.4157308694335136,2024,2024-11-01,1.85,1435400
2024-11-25,9.71,0.4157308694335136,2024,2024-12-02,1.75,1435400
2024-12-02,9.75,0.41356952818900927,2024,2024-12-02,1.75,1435400
2024-12-09,9.77,0.411874474217624,2024,2024-12-02,1.75,1435400
2024-12-09,9.77,0.411874474217624,2024,2025-01-02,1.97,1435400
2024-12-16,9.25,0.4165957559386635,2024,2024-12-02,1.75,1435400
2024-12-16,9.25,0.4165957559386635,2024,2025-01-02,1.97,1435400
2024-12-23,9.31,0.4157661728779093,2024,2024-12-02,1.75,1435400
2024-12-23,9.31,0.4157661728779093,2024,2025-01-02,1.97,1435400
2024-12-30,9.78,0.4121755419156943,2024,2024-12-02,1.75,1435400
2024-12-30,9.78,0.4121755419156943,2024,2025-01-02,1.97,1435400
2025-01-06,10.44,0.4153416621764983,2025,2025-01-02,1.97,NA
2025-01-06,10.44,0.4153416621764983,2025,2025-02-03,1.74,NA
2025-01-13,10.31,0.4039802045323471,2025,2025-01-02,1.97,NA
2025-01-13,10.31,0.4039802045323471,2025,2025-02-03,1.74,NA
2025-01-20,10.69,0.4044709463916394,2025,2025-01-02,1.97,NA
2025-01-20,10.69,0.4044709463916394,2025,2025-02-03,1.74,NA
2025-01-27,11.28,0.4060066769886062,2025,2025-01-02,1.97,NA
2025-01-27,11.28,0.4060066769886062,2025,2025-02-03,1.74,NA
2025-02-03,11.87,0.3998099360912312,2025,2025-02-03,1.74,NA
2025-02-03,11.87,0.3998099360912312,2025,2025-03-03,1.38,NA
2025-02-10,11.27,0.4041933131401786,2025,2025-02-03,1.74,NA
2025-02-10,11.27,0.4041933131401786,2025,2025-03-03,1.38,NA
2025-02-17,10.97,0.40505533271298144,2025,2025-02-03,1.74,NA
2025-02-17,10.97,0.40505533271298144,2025,2025-03-03,1.38,NA
2025-02-24,10.72,0.4068196230066591,2025,2025-02-03,1.74,NA
2025-02-24,10.72,0.4068196230066591,2025,2025-03-03,1.38,NA
2025-03-03,11.15,0.4054696994993603,2025,2025-02-03,1.74,NA
2025-03-03,11.15,0.4054696994993603,2025,2025-03-03,1.38,NA
2025-03-03,11.15,0.4054696994993603,2025,2025-04-01,1.37,NA
2025-03-10,11.63,0.4044142762379635,2025,2025-03-03,1.38,NA
2025-03-10,11.63,0.4044142762379635,2025,2025-04-01,1.37,NA
